record_id,redacted_data_json,is_pii
333,"{""warehouse_code"": ""WH001"", ""inventory_level"": 150, ""reorder_point"": 50}",false
334,"{""coupon_code"": ""SAVE20"", ""discount_percentage"": 20, ""usage_limit"": 1000}",false
335,"{""api_key"": ""API789"", ""requests_per_minute"": 500, ""quota_exceeded"": false}",false
336,"{""batch_id"": ""BATCH123"", ""processed_records"": 50000, ""error_count"": 12}",false
337,"{""log_entry"": ""INFO"", ""timestamp"": ""2024-01-20T10:30:00Z"", ""module"": ""payment_service""}",false
338,"{""metric_name"": ""response_time"", ""value"": 120, ""unit"": ""milliseconds""}",false
339,"{""feature_flag"": ""new_checkout"", ""enabled"": true, ""rollout_percentage"": 50}",false
340,"{""service_name"": ""user_service"", ""version"": ""v2.1.0"", ""health_status"": ""healthy""}",false
341,"{""database_name"": ""primary"", ""connection_pool"": 20, ""active_connections"": 15}",false
342,"{""queue_name"": ""order_processing"", ""message_count"": 245, ""consumers"": 3}",false
343,"{""cache_key"": ""user_profile_123"", ""ttl"": 3600, ""hit_ratio"": 0.85}",false
344,"{""deployment_id"": ""DEP456"", ""environment"": ""production"", ""rollback_available"": true}",false
345,"{""alert_id"": ""ALT789"", ""severity"": ""warning"", ""acknowledged"": false}",false
346,"{""backup_id"": ""BAK123"", ""size"": ""2.5GB"", ""verification"": ""passed""}",false
347,"{""test_suite"": ""integration_tests"", ""passed"": 145, ""failed"": 3}",false
348,"{""build_number"": ""BUILD789"", ""commit_hash"": ""abc123def"", ""deployment_time"": ""2024-01-20T14:25:00Z""}",false
349,"{""region"": ""ap-south-1"", ""availability_zone"": ""ap-south-1a"", ""instance_type"": ""t3.medium""}",false
350,"{""security_scan"": ""vulnerability_assessment"", ""high_risk"": 0, ""medium_risk"": 2}",false
351,"{""load_balancer"": ""ALB"", ""target_groups"": 2, ""healthy_targets"": 6}",false
352,"{""cdn_provider"": ""CloudFront"", ""cache_hit_ratio"": 0.92, ""origin_requests"": 1500}",false
353,"{""ssl_certificate"": ""wildcard"", ""issuer"": ""Let's Encrypt"", ""expiry"": ""2024-12-31""}",false
354,"{""monitoring_dashboard"": ""system_overview"", ""widgets"": 12, ""refresh_interval"": 30}",false
355,"{""compliance_check"": ""gdpr"", ""status"": ""compliant"", ""last_audit"": ""2024-01-01""}",false
356,"{""machine_learning_model"": ""recommendation_engine"", ""accuracy"": 0.89, ""training_data"": ""1M_samples""}",false
357,"{""data_pipeline"": ""etl_daily"", ""source"": ""mongodb"", ""destination"": ""data_warehouse""}",false
358,"{""kubernetes_pod"": ""api-deployment-abc123"", ""cpu_usage"": ""65%"", ""memory_usage"": ""512MB""}",false
359,"{""docker_image"": ""app:v1.2.3"", ""size"": ""150MB"", ""layers"": 8}",false
360,"{""git_branch"": ""feature/new-ui"", ""commits_ahead"": 5, ""merge_conflicts"": false}",false
361,"{""network_interface"": ""eth0"", ""bytes_in"": 1048576, ""bytes_out"": 524288}",false
362,"{""file_system"": ""/dev/sda1"", ""total_space"": ""100GB"", ""free_space"": ""25GB""}",false
363,"{""process_id"": ""12345"", ""cpu_time"": ""2.5s"", ""memory_usage"": ""256MB""}",false
364,"{""thread_pool"": ""worker_threads"", ""active_threads"": 8, ""queue_size"": 15}",false
365,"{""garbage_collection"": ""G1GC"", ""pause_time"": ""10ms"", ""frequency"": ""every_30s""}",false
366,"{""connection_string"": ""postgresql://localhost:5432/app_db"", ""max_connections"": 100, ""current_connections"": 45}",false
367,"{""search_index"": ""products_v2"", ""document_count"": 1000000, ""size"": ""2.1GB""}",false
368,"{""message_broker"": ""RabbitMQ"", ""exchange_type"": ""topic"", ""routing_key"": ""order.created""}",false
369,"{""streaming_platform"": ""Apache Kafka"", ""partition_count"": 12, ""replication_factor"": 3}",false
370,"{""container_orchestrator"": ""Kubernetes"", ""namespace"": ""production"", ""pod_count"": 25}",false
371,"{""microservice_architecture"": ""event_driven"", ""service_count"": 15, ""communication"": ""async""}",false
372,"{""api_gateway"": ""Kong"", ""rate_limiting"": ""1000_rpm"", ""authentication"": ""JWT""}",false
373,"{""service_mesh"": ""Istio"", ""sidecar_proxy"": ""Envoy"", ""mTLS_enabled"": true}",false
374,"{""observability_stack"": ""ELK"", ""log_retention"": ""30_days"", ""alert_rules"": 25}",false
375,"{""aadhar"": ""7890 XXXX 6781"", ""address_verification"": ""completed"", ""timestamp"": ""2024-01-20T09:15:00Z""}",true
376,"{""name"": ""AXXX KXXX"", ""email"": ""arXXX@film.in"", ""address"": ""[SECURE_ADDRESS]""}",true
377,"{""phone"": ""98XXXXXX10"", ""carrier_name"": ""Airtel"", ""plan_type"": ""postpaid""}",true
378,"{""upi_id"": ""arXXX@paytm"", ""linked_bank"": ""HDFC Bank"", ""kyc_status"": ""verified""}",true
379,"{""passport"": ""PXXXXXXX"", ""issue_place"": ""Mumbai"", ""validity"": ""10_years""}",true
380,"{""name"": ""SXXX GXXX"", ""phone"": ""87XXXXXX09"", ""email"": ""soXXX@personal.in"", ""device_type"": ""Android""}",true
381,"{""aadhar"": ""8901 XXXX 7890"", ""biometric_status"": ""locked"", ""unlock_required"": true}",true
382,"{""name"": ""VXXX SXXX"", ""address"": ""[SECURE_ADDRESS]"", ""ip_address"": ""203.88.XXX.XXX""}",true
383,"{""phone"": ""76XXXXXX98"", ""international_code"": ""+91"", ""verified"": true}",true
384,"{""upi_id"": ""viXXX@okaxis"", ""transaction_pin"": ""set"", ""daily_limit"": 100000}",true
385,"{""passport"": ""LXXXXXXX"", ""photo_updated"": ""2024-01-15"", ""pages_left"": 32}",true
386,"{""name"": ""MXXX SXXX"", ""email"": ""meXXX@office.com"", ""department"": ""HR""}",true
387,"{""aadhar"": ""9012 XXXX 8901"", ""mobile_verification"": ""pending"", ""otp_sent"": true}",true
388,"{""name"": ""RXXX SXXX"", ""address"": ""[SECURE_ADDRESS]"", ""phone"": ""89XXXXXX67""}",true
389,"{""phone"": ""67XXXXXX45"", ""sms_service"": ""enabled"", ""promotional_consent"": false}",true
390,"{""upi_id"": ""roXXX@ybl"", ""beneficiary_limit"": 20, ""recent_transaction"": ""2024-01-20""}",true
391,"{""passport"": ""AXXXXXXX"", ""emergency_contact_name"": ""Priya Shetty"", ""relationship"": ""spouse""}",true
392,"{""name"": ""KXXX MXXX"", ""email"": ""kaXXX@actress.in"", ""ip_address"": ""117.196.XXX.XXX""}",true
393,"{""aadhar"": ""0123 XXXX 9012"", ""demographic_auth"": ""success"", ""attempt_count"": 1}",true
394,"{""name"": ""AXXX DXXX"", ""address"": ""[SECURE_ADDRESS]"", ""email"": ""ajXXX@action.com""}",true
395,"{""phone"": ""92XXXXXX01"", ""call_log_consent"": true, ""privacy_setting"": ""medium""}",true
396,"{""upi_id"": ""ajXXX@icici"", ""merchant_payments"": 15, ""last_settlement"": ""2024-01-19""}",true
397,"{""passport"": ""HXXXXXXX"", ""visa_pages"": 8, ""endorsement_pages"": 2}",true
398,"{""name"": ""TXXX KXXX"", ""phone"": ""81XXXXXX89"", ""email"": ""taXXX@versatile.in""}",true
399,"{""aadhar"": ""1234 XXXX 0123"", ""bank_seeding"": ""completed"", ""subsidy_linked"": true}",true
400,"{""name"": ""NXXX SXXX"", ""address"": ""[SECURE_ADDRESS]"", ""ip_address"": ""59.144.XXX.XXX""}",true
401,"{""phone"": ""78XXXXXX56"", ""roaming_activated"": true, ""international_plan"": ""active""}",true
402,"{""upi_id"": ""naXXX@sbi"", ""family_account"": true, ""members_linked"": 4}",true
403,"{""passport"": ""TXXXXXXX"", ""chip_technology"": ""enabled"", ""security_features"": ""enhanced""}",true
404,"{""name"": ""KXXX SXXX"", ""email"": ""koXXX@independent.in"", ""device_id"": ""IPHOXXXXE789""}",true
405,"{""aadhar"": ""2345 XXXX 1234"", ""disability_flag"": false, ""senior_citizen"": false}",true
406,"{""name"": ""IXXX KXXX"", ""address"": ""[SECURE_ADDRESS]"", ""phone"": ""69XXXXXX78""}",true
407,"{""phone"": ""95XXXXXX34"", ""caller_tune"": ""enabled"", ""ringback_tone"": ""bollywood_classic""}",true
408,"{""upi_id"": ""irXXX@phonepe"", ""insurance_premium"": ""auto_debit"", ""policy_linked"": true}",true
409,"{""passport"": ""KXXXXXXX"", ""place_of_birth"": ""Mumbai"", ""spouse_name"": ""Sutapa Sikdar""}",true
410,"{""name"": ""PXXX TXXX"", ""email"": ""paXXX@character.in"", ""ip_address"": ""14.139.XXX.XXX""}",true
411,"{""aadhar"": ""3456 XXXX 2345"", ""rural_address"": false, ""urban_classification"": true}",true
412,"{""name"": ""RXXX AXXX"", ""address"": ""[SECURE_ADDRESS]"", ""email"": ""raXXX@bold.com""}",true
413,"{""phone"": ""84XXXXXX12"", ""missed_call_alert"": true, ""call_waiting"": ""enabled""}",true
414,"{""upi_id"": ""raXXX@unionbank"", ""loan_emi"": ""auto_pay"", ""next_due"": ""2024-02-01""}",true
415,"{""passport"": ""RXXXXXXX"", ""frequent_traveler"": true, ""miles_accumulated"": 50000}",true
416,"{""name"": ""AXXX KXXX"", ""phone"": ""73XXXXXX01"", ""email"": ""ayXXX@versatile.in""}",true
417,"{""aadhar"": ""4567 XXXX 3456"", ""health_id"": ""linked"", ""vaccination_status"": ""fully_vaccinated""}",true
418,"{""name"": ""BXXX PXXX"", ""address"": ""[SECURE_ADDRESS]"", ""ip_address"": ""122.161.XXX.XXX""}",true
419,"{""phone"": ""96XXXXXX34"", ""network_type"": ""4G"", ""data_usage"": ""15GB_monthly""}",true
420,"{""upi_id"": ""bhXXX@kotak"", ""savings_goal"": ""home_purchase"", ""target_amount"": 5000000}",true
421,"{""passport"": ""SXXXXXXX"", ""digital_copy"": ""available"", ""qr_code"": ""generated""}",true
422,"{""name"": ""RXXX RXXX"", ""email"": ""raXXX@method.in"", ""device_type"": ""Samsung""}",true
423,"{""aadhar"": ""5678 XXXX 4567"", ""aadhaar_pay"": ""enabled"", ""micro_atm"": ""registered""}",true
424,"{""name"": ""KXXX SXXX"", ""address"": ""[SECURE_ADDRESS]"", ""phone"": ""87XXXXXX45""}",true
425,"{""phone"": ""67XXXXXX45"", ""backup_sim"": ""inactive"", ""primary_number"": true}",true
426,"{""upi_id"": ""krXXX@yesbank"", ""credit_score_check"": ""monthly"", ""current_score"": 785}",true
427,"{""passport"": ""CXXXXXXX"", ""biometric_data"": ""encrypted"", ""facial_recognition"": true}",true
428,"{""name"": ""KXXX AXXX"", ""email"": ""kaXXX@comedy.in"", ""ip_address"": ""203.192.XXX.XXX""}",true
429,"{""aadhar"": ""6789 XXXX 5678"", ""consent_manager"": ""registered"", ""data_sharing"": ""limited""}",true
430,"{""name"": ""AXXX PXXX"", ""address"": ""[SECURE_ADDRESS]"", ""email"": ""anXXX@gen_z.com""}",true
431,"{""phone"": ""78XXXXXX56"", ""video_calling"": true, ""screen_sharing"": ""enabled""}",true
432,"{""upi_id"": ""anXXX@hdfcbank"", ""student_account"": true, ""education_loan"": ""linked""}",true
433,"{""passport"": ""NXXXXXXX"", ""minor_passport"": false, ""guardian_details"": ""not_applicable""}",true
434,"{""name"": ""TXXX SXXX"", ""phone"": ""89XXXXXX67"", ""email"": ""tiXXX@action.in""}",true
435,"{""aadhar"": ""7890 XXXX 6789"", ""fitness_tracker"": ""linked"", ""health_records"": ""digital""}",true
436,"{""name"": ""DXXX PXXX"", ""address"": ""[SECURE_ADDRESS]"", ""ip_address"": ""117.196.XXX.XXX""}",true
437,"{""phone"": ""90XXXXXX78"", ""ai_assistant"": ""enabled"", ""voice_recognition"": true}",true
438,"{""upi_id"": ""diXXX@axis"", ""fashion_expenses"": ""tracked"", ""budget_alert"": true}",true
439,"{""passport"": ""DXXXXXXX"", ""travel_insurance"": ""comprehensive"", ""coverage"": ""worldwide""}",true
440,"{""name"": ""VXXX KXXX"", ""email"": ""viXXX@intense.in"", ""device_id"": ""ONEPXXXXS123""}",true
441,"{""aadhar"": ""8901 XXXX 7890"", ""military_service"": ""eligible"", ""ncc_certificate"": true}",true
442,"{""name"": ""KXXX AXXX"", ""address"": ""[SECURE_ADDRESS]"", ""phone"": ""71XXXXXX90""}",true
443,"{""phone"": ""82XXXXXX90"", ""conference_call"": ""premium"", ""participants_limit"": 50}",true
444,"{""upi_id"": ""kiXXX@indianbank"", ""jewelry_insurance"": ""active"", ""premium"": ""monthly""}",true
445,"{""passport"": ""VXXXXXXX"", ""diplomatic_immunity"": false, ""official_travel"": ""business""}",true
446,"{""name"": ""SXXX MXXX"", ""email"": ""siXXX@romantic.in"", ""ip_address"": ""59.144.XXX.XXX""}",true
447,"{""aadhar"": ""9012 XXXX 8901"", ""property_registration"": ""linked"", ""stamp_duty"": ""paid""}",true
448,"{""name"": ""SXXX KXXX"", ""address"": ""[SECURE_ADDRESS]"", ""email"": ""shXXX@melodious.com""}",true
449,"{""phone"": ""93XXXXXX12"", ""music_streaming"": ""premium"", ""offline_downloads"": 500}",true
450,"{""upi_id"": ""shXXX@pnb"", ""concert_tickets"": ""auto_book"", ""artist_alerts"": true}",true
451,"{""passport"": ""UXXXXXXX"", ""artist_visa"": ""multi_entry"", ""performance_permit"": true}",true
452,"{""name"": ""VXXX SXXX"", ""phone"": ""84XXXXXX12"", ""email"": ""vaXXX@comedy.in""}",true
453,"{""aadhar"": ""0123 XXXX 9012"", ""comedy_club"": ""member"", ""performance_rights"": ""registered""}",true
454,"{""name"": ""JXXX KXXX"", ""address"": ""[SECURE_ADDRESS]"", ""ip_address"": ""203.88.XXX.XXX""}",true
455,"{""phone"": ""75XXXXXX23"", ""fashion_alerts"": true, ""brand_notifications"": ""selective""}",true
456,"{""upi_id"": ""jaXXX@canara"", ""designer_payments"": ""frequent"", ""luxury_limit"": 1000000}",true
457,"{""passport"": ""FXXXXXXX"", ""fashion_week"": ""participant"", ""designer_collaboration"": true}",true
458,"{""name"": ""AXXX RXXX"", ""email"": ""arXXX@intense.in"", ""device_type"": ""OnePlus""}",true
459,"{""aadhar"": ""1234 XXXX 0123"", ""medical_college"": ""alumni"", ""practicing_license"": ""valid""}",true
460,"{""name"": ""RXXX MXXX"", ""address"": ""[SECURE_ADDRESS]"", ""phone"": ""96XXXXXX34""}",true
461,"{""phone"": ""68XXXXXX56"", ""regional_content"": ""Telugu"", ""dubbing_preference"": ""original""}",true
462,"{""upi_id"": ""raXXX@sbi"", ""south_cinema"": ""promotions"", ""fan_engagement"": ""high""}",true
463,"{""passport"": ""GXXXXXXX"", ""regional_cinema"": ""ambassador"", ""cultural_exchange"": true}",true
464,"{""name"": ""AXXX AXXX"", ""email"": ""alXXX@stylish.in"", ""ip_address"": ""14.139.XXX.XXX""}",true
465,"{""aadhar"": ""2345 XXXX 1234"", ""dance_academy"": ""owner"", ""choreography_rights"": ""exclusive""}",true
466,"{""name"": ""SXXX AXXX"", ""address"": ""[SECURE_ADDRESS]"", ""email"": ""saXXX@versatile.in""}",true
467,"{""phone"": ""89XXXXXX67"", ""charity_work"": ""active"", ""foundation_calls"": ""priority""}",true
468,"{""upi_id"": ""saXXX@hdfc"", ""donation_auto"": ""monthly"", ""cause"": ""women_empowerment""}",true
469,"{""passport"": ""IXXXXXXX"", ""humanitarian_visa"": ""active"", ""ngo_collaboration"": true}",true
470,"{""name"": ""RXXX CXXX"", ""phone"": ""72XXXXXX90"", ""email"": ""ram@megastar.in""}",true
471,"{""aadhar"": ""3456 XXXX 2345"", ""horse_racing"": ""license"", ""stable_owner"": true}",true
472,"{""name"": ""JXXX NXXX"", ""address"": ""[SECURE_ADDRESS]"", ""ip_address"": ""122.161.XXX.XXX""}",true
473,"{""phone"": ""83XXXXXX01"", ""political_updates"": ""subscribed"", ""rally_notifications"": true}",true
474,"{""upi_id"": ""ntr@andhra"", ""political_donations"": ""transparent"", ""party_fund"": ""contributor""}",true
475,"{""passport"": ""JXXXXXXX"", ""political_visa"": ""diplomatic"", ""state_visits"": ""official""}",true
476,"{""name"": ""MXXX BXXX"", ""email"": ""maXXX@superstar.in"", ""device_id"": ""PRINXXXXE123""}",true
477,"{""aadhar"": ""4567 XXXX 3456"", ""production_house"": ""owner"", ""film_financing"": ""independent""}",true
478,"{""name"": ""PXXX RXXX"", ""address"": ""[SECURE_ADDRESS]"", ""phone"": ""94XXXXXX12""}",true
479,"{""phone"": ""76XXXXXX34"", ""pan_india"": ""stardom"", ""multilingual_alerts"": true}",true
480,"{""upi_id"": ""prXXX@federal"", ""movie_budget"": ""international"", ""currency"": ""multi""}",true
481,"{""passport"": ""BXXXXXXX"", ""international_filming"": ""permitted"", ""visa_facilitation"": true}",true
482,"{""name"": ""RXXX DXXX"", ""email"": ""raXXX@versatile.in"", ""ip_address"": ""203.192.XXX.XXX""}",true
483,"{""aadhar"": ""5678 XXXX 4567"", ""visual_effects"": ""studio_owner"", ""technology_innovator"": true}",true
484,"{""name"": ""AXXX SXXX"", ""address"": ""[SECURE_ADDRESS]"", ""email"": ""anXXX@baahubali.in""}",true
485,"{""phone"": ""85XXXXXX23"", ""fitness_regime"": ""strict"", ""trainer_calls"": ""daily""}",true
486,"{""upi_id"": ""anXXX@karnataka"", ""fitness_equipment"": ""premium"", ""health_monitoring"": ""advanced""}",true
487,"{""passport"": ""EXXXXXXX"", ""fitness_travel"": ""wellness"", ""spa_treatments"": ""international""}",true
488,"{""name"": ""TXXX BXXX"", ""phone"": ""97XXXXXX45"", ""email"": ""taXXX@glamorous.in""}",true
489,"{""aadhar"": ""6789 XXXX 5678"", ""brand_ambassador"": ""multiple"", ""endorsement_value"": ""premium""}",true
490,"{""name"": ""KXXX AXXX"", ""address"": ""[SECURE_ADDRESS]"", ""ip_address"": ""117.196.XXX.XXX""}",true
491,"{""phone"": ""61XXXXXX89"", ""punjabi_connection"": ""cultural"", ""regional_films"": ""multilingual""}",true
492,"{""upi_id"": ""kaXXX@punjab"", ""cultural_events"": ""sponsor"", ""heritage_preservation"": ""donor""}",true
493,"{""passport"": ""LXXXXXXX"", ""cultural_ambassador"": ""official"", ""international_events"": ""participant""}",true
494,"{""name"": ""RXXX PXXX SXXX"", ""email"": ""raXXX@fitness.in"", ""device_type"": ""iPhone_Pro""}",true
495,"{""aadhar"": ""7890 XXXX 6789"", ""fitness_influencer"": ""certified"", ""wellness_brand"": ""founder""}",true
496,"{""name"": ""PXXX HXXX"", ""address"": ""[SECURE_ADDRESS]"", ""phone"": ""82XXXXXX90""}",true
497,"{""phone"": ""78XXXXXX56"", ""dance_choreography"": ""skilled"", ""performance_rights"": ""exclusive""}",true
498,"{""upi_id"": ""poXXX@maharashtra"", ""dance_academy"": ""investment"", ""cultural_promotion"": ""active""}",true
499,"{""passport"": ""MXXXXXXX"", ""dance_festivals"": ""judge"", ""international_recognition"": true}",true
500,"{""name"": ""RXXX CXXX"", ""email"": ""reXXX@multilingual.in"", ""ip_address"": ""59.144.XXX.XXX""}",true
